car_name,brand,city,year,mileage_km,fuel_type,transmission,owner_type,engine_cc,power_bhp,seats,kmpl,price_lakh,price_inr,price_raw,mileage_raw,year_raw,price_vs_avg,deal_tag,rating,fuel_enc,transmission_enc,owner_enc,city_enc,brand_enc,name_enc
Audi Q3 35 TDI Quattro Premium,Audi,Kochi,2017,37542,Diesel,Automatic,First,1968,174.33,5,15.73,25.71,2571000.0,2571000.0,37542,2017,1.0054835327597398,Fair Price,5.0,1,0,0,7,0,44
Land Rover Range Rover 2.2L Pure,Land,Coimbatore,2014,95649,Diesel,Automatic,First,2179,187.7,5,12.7,29.67,2967000.0,2967000.0,95649,2014,0.7866747471686679,Good Deal,5.0,1,0,0,3,15,788
Mercedes-Benz New C-Class 220 CDI AT,MercedesBenz,Jaipur,2013,35299,Diesel,Automatic,First,2143,170.0,5,14.84,19.0,1900000.0,1900000.0,35299,2013,0.6998496035323164,Good Deal,4.9,1,0,0,6,18,1259
Mahindra Scorpio S10 4WD,Mahindra,Kochi,2017,28464,Diesel,Manual,First,2179,120.0,7,15.4,13.05,1305000.0,1305000.0,28464,2017,1.6163483497863564,Overpriced,5.0,1,1,0,7,16,846
BMW 3 Series Luxury Line,BMW,Mumbai,2015,41000,Diesel,Automatic,First,1995,190.0,5,21.76,25.5,2550000.0,2550000.0,41000,2015,1.008381589593011,Fair Price,5.0,1,0,0,9,1,91
Honda BR-V i-VTEC S MT,Honda,Pune,2017,9000,Petrol,Manual,First,1497,117.3,7,15.4,8.5,850000.0,850000.0,9000,2017,1.553347280334728,Overpriced,5.0,3,1,0,10,8,369
Volvo S80 2006-2013 D5,Volvo,Chennai,2010,92098,Diesel,Automatic,Second,2400,215.0,5,16.0,7.25,725000.0,725000.0,92098,2010,0.38557969913387025,Good Deal,4.6,1,0,2,2,29,1804
Hyundai Accent GLE,Hyundai,Pune,2005,5834,Petrol,Manual,First,1495,94.0,5,13.2,0.8,80000.0,80000.0,5834,2005,0.1479584384882153,Good Deal,4.3,3,1,0,10,9,486
Hyundai i20 Active SX Petrol,Hyundai,Jaipur,2017,40250,Petrol,Manual,First,1197,81.86,5,17.19,6.9,690000.0,690000.0,40250,2017,1.276141531960857,Overpriced,5.0,3,1,0,6,9,721
Mercedes-Benz GLC 43 AMG Coupe,MercedesBenz,Coimbatore,2018,22397,Petrol,Automatic,First,2996,367.0,5,11.5,70.99,7098999.999999999,7098999.999999999,22397,2018,2.6148591239346914,Overpriced,5.0,3,0,0,3,18,1244
Hyundai EON Magna Plus,Hyundai,Kolkata,2015,20800,Petrol,Manual,Second,814,55.2,5,21.1,2.25,225000.0,225000.0,20800,2015,0.4161331082481055,Good Deal,4.6,3,1,2,8,9,514
Hyundai Grand i10 SportZ Edition,Hyundai,Kochi,2018,40322,Petrol,Manual,First,1197,81.86,5,18.9,5.5,550000.0,550000.0,40322,2018,1.0172142646064801,Fair Price,5.0,3,1,0,7,9,558
Honda City 1.5 EXI S,Honda,Mumbai,2013,52576,Petrol,Manual,First,1493,100.0,5,13.0,4.35,434999.99999999994,434999.99999999994,52576,2013,0.7949483140536548,Good Deal,5.0,3,1,0,9,8,399
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Kolkata,2010,55000,Petrol,Manual,First,1198,73.9,5,16.47,2.25,225000.0,225000.0,55000,2010,0.4240976294953448,Good Deal,5.0,3,1,0,8,28,1773
Audi A6 35 TFSI Matrix,Audi,Mumbai,2016,47000,Petrol,Automatic,First,1798,187.74,5,15.26,24.5,2450000.0,2450000.0,47000,2016,0.9581620596115763,Fair Price,4.9,3,0,0,9,0,34
Volkswagen Jetta 2007-2011 1.9 L TDI,Volkswagen,Hyderabad,2010,42021,Diesel,Manual,First,1968,74.0,5,0.0,5.45,545000.0,545000.0,42021,2010,1.0272587025553908,Fair Price,4.9,1,1,0,5,28,1738
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Coimbatore,2017,23163,Petrol,Manual,First,1591,121.3,5,15.29,12.03,1203000.0,1203000.0,23163,2017,2.2249250187665375,Overpriced,4.8,3,1,0,3,9,501
Mercedes-Benz New C-Class C 200 CGI Avantgarde,MercedesBenz,Mumbai,2011,50000,Petrol,Automatic,Second,1796,186.0,5,11.74,8.5,850000.0,850000.0,50000,2011,0.3130906121065626,Good Deal,4.6,3,0,2,9,18,1266
Mini Cooper Convertible S,Mini,Mumbai,2014,11900,Petrol,Automatic,First,1998,189.08,4,16.82,28.5,2850000.0,2850000.0,11900,2014,1.0596007550191613,Fair Price,5.0,3,0,0,9,19,1301
Hyundai Santro Xing XO eRLX Euro II,Hyundai,Pune,2006,108000,Petrol,Manual,Second,1086,74.0,5,17.0,1.2,120000.0,120000.0,108000,2006,0.22193765773232293,Good Deal,3.8,3,1,2,10,9,583
Toyota Etios VD,Toyota,Bangalore,2013,37000,Diesel,Manual,First,1364,67.04,5,23.59,5.75,575000.0,575000.0,37000,2013,0.4891918546328786,Good Deal,4.8,1,1,0,1,27,1668
Honda Brio S MT,Honda,Delhi,2014,30000,Petrol,Manual,Second,1198,86.8,5,19.4,3.2,320000.0,320000.0,30000,2014,0.5847895643613094,Good Deal,4.7,3,1,2,4,8,378
Maruti Baleno Alpha Automatic,Maruti,Coimbatore,2018,12831,Petrol,Automatic,First,1197,83.1,5,21.4,9.89,989000.0,989000.0,12831,2018,2.1345271060698052,Overpriced,5.0,3,0,0,3,17,945
Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,Coimbatore,2012,143017,Diesel,Automatic,First,1968,138.1,5,20.0,6.58,658000.0,658000.0,143017,2012,0.8590542847651934,Fair Price,4.4,1,0,0,3,24,1432
Hyundai EON Era Plus,Hyundai,Kochi,2018,13102,Petrol,Manual,First,814,55.2,5,21.1,4.06,405999.99999999994,405999.99999999994,13102,2018,0.7508890753276926,Good Deal,5.0,3,1,0,7,9,511
Renault Captur 1.5 Diesel RXL,Renault,Coimbatore,2019,24950,Diesel,Manual,First,1461,108.45,5,20.37,13.37,1337000.0,1337000.0,24950,2019,2.3055562162547867,Overpriced,5.0,1,1,0,3,23,1378
BMW 5 Series 2003-2012 GT 530d LE,BMW,Coimbatore,2011,57832,Diesel,Automatic,First,2993,258.0,5,16.2,25.82,2582000.0,2582000.0,57832,2011,1.0210357899330018,Fair Price,4.9,1,0,0,3,1,99
Maruti Alto 800 LXI,Maruti,Kochi,2016,34267,Petrol,Manual,First,796,47.3,5,22.74,3.74,374000.0,374000.0,34267,2016,0.8071922524470244,Good Deal,5.0,3,1,0,7,17,923
Volvo V40 D3,Volvo,Bangalore,2015,33000,Diesel,Automatic,Second,1984,150.0,5,16.8,22.0,2200000.0,2200000.0,33000,2015,1.1700349490958821,Overpriced,4.5,1,0,2,1,29,1807
Maruti Wagon R LXI BSII,Maruti,Ahmedabad,2007,55100,Petrol,Manual,First,998,67.1,5,18.9,1.45,145000.0,145000.0,55100,2007,0.31294886792732224,Good Deal,4.6,3,1,0,0,17,1157
Honda City ZX GXi,Honda,Kolkata,2008,40000,Petrol,Manual,First,1497,78.0,5,17.7,2.0,200000.0,200000.0,40000,2008,0.3654934777258183,Good Deal,4.6,3,1,0,8,8,416
Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,Kochi,2017,31841,CNG,Manual,First,1196,73.0,5,15.1,4.7,470000.0,470000.0,31841,2017,1.0143859856954585,Fair Price,4.8,0,1,0,7,17,1015
Chevrolet Enjoy 1.4 LS 8,Chevrolet,Kolkata,2014,15000,Petrol,Manual,First,1399,98.79,8,13.7,3.75,375000.0,375000.0,15000,2014,1.2265590928914087,Overpriced,5.0,3,1,0,8,3,176
Mahindra Bolero ZLX,Mahindra,Coimbatore,2016,82756,Diesel,Manual,First,2523,62.1,7,15.96,7.7,770000.0,770000.0,82756,2016,0.9537074554294976,Fair Price,4.9,1,1,0,3,16,805
Hyundai Santro GLS I - Euro I,Hyundai,Coimbatore,2012,50243,Petrol,Manual,First,1086,74.0,5,0.0,3.35,335000.0,335000.0,50243,2012,0.6195759611694015,Good Deal,5.0,3,1,0,3,9,567
Hyundai EON D Lite,Hyundai,Hyderabad,2014,20600,Petrol,Manual,First,814,55.2,5,21.1,2.6,260000.0,260000.0,20600,2014,0.4808649250866997,Good Deal,5.0,3,1,0,5,9,507
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Coimbatore,2017,29952,Petrol,Automatic,First,1591,121.3,5,13.0,13.77,1377000.0,1377000.0,29952,2017,2.5467346224784055,Overpriced,4.8,3,0,0,3,9,502
Volkswagen Vento 1.6 Comfortline,Volkswagen,Mumbai,2017,15000,Petrol,Manual,Second,1598,103.5,5,16.09,7.1,710000.0,710000.0,15000,2017,1.3382636308519769,Overpriced,4.6,3,1,2,9,28,1782
Honda Civic 2006-2010 1.8 S AT,Honda,Pune,2008,61938,Petrol,Automatic,Second,1799,130.0,5,12.9,2.65,265000.0,265000.0,61938,2008,0.4842788579867093,Good Deal,4.3,3,0,2,10,8,446
Tata Indica Vista Quadrajet LS,Tata,Hyderabad,2014,67000,Diesel,Manual,First,1248,74.0,5,22.3,2.5,250000.0,250000.0,67000,2014,0.693286861645704,Good Deal,5.0,1,1,0,5,26,1528
Mahindra XUV500 W8 2WD,Mahindra,Kochi,2013,61672,Diesel,Manual,First,2179,140.0,7,16.0,7.53,753000.0,753000.0,61672,2013,0.9326515765433918,Fair Price,5.0,1,1,0,7,16,893
Hyundai i20 1.2 Asta Option,Hyundai,Coimbatore,2017,26185,Petrol,Manual,First,1197,81.83,5,18.6,7.98,798000.0,798000.0,26185,2017,1.4758854239199477,Overpriced,5.0,3,1,0,3,9,686
Audi Q5 30 TDI quattro Premium Plus,Audi,Bangalore,2014,38000,Diesel,Automatic,Second,1968,174.3,5,14.16,39.0,3900000.0,3900000.0,38000,2014,1.525237564279652,Overpriced,4.9,1,0,2,1,0,55
Maruti Ritz VXi,Maruti,Chennai,2011,67000,Petrol,Manual,Second,1197,85.8,5,18.5,2.25,225000.0,225000.0,67000,2011,0.4856103123010173,Good Deal,4.7,3,1,2,2,17,1059
Mitsubishi Cedia Sports,Mitsubishi,Chennai,2010,66000,Petrol,Manual,Second,1999,114.0,5,13.17,3.85,385000.0,385000.0,66000,2010,0.317373085113691,Good Deal,4.9,3,1,2,2,20,1307
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Hyderabad,2015,80883,Diesel,Manual,First,2494,102.0,7,12.8,13.5,1350000.0,1350000.0,80883,2015,1.148537397833715,Fair Price,5.0,1,1,0,5,27,1703
Maruti Celerio LDi,Maruti,Hyderabad,2016,80219,Diesel,Manual,First,793,47.0,5,27.62,3.5,350000.0,350000.0,80219,2016,0.7553938191349158,Good Deal,5.0,1,1,0,5,17,966
Maruti S-Cross Delta DDiS 200 SH,Maruti,Delhi,2018,12923,Diesel,Manual,First,1248,88.5,5,25.1,8.92,892000.0,892000.0,12923,2018,1.9251751047666998,Overpriced,5.0,1,1,0,4,17,1068
Audi Q3 35 TDI Quattro Premium Plus,Audi,Coimbatore,2016,86642,Diesel,Automatic,First,1968,181.0,5,15.17,20.37,2037000.0,2037000.0,86642,2016,0.7966433124199106,Good Deal,5.0,1,0,0,3,0,45
BMW 3 Series Luxury Line,BMW,Bangalore,2016,19235,Diesel,Automatic,First,1995,190.0,5,21.76,36.5,3650000.0,3650000.0,19235,2016,1.4433697262801923,Overpriced,5.0,1,0,0,1,1,91
Audi Q7 4.2 TDI Quattro Technology,Audi,Coimbatore,2016,51002,Diesel,Automatic,First,4134,335.2,7,11.33,48.91,4891000.0,4891000.0,51002,2016,1.912804340228661,Overpriced,5.0,1,0,0,3,0,62
Hyundai i20 2015-2017 Asta 1.2,Hyundai,Pune,2016,6800,Petrol,Manual,First,1197,81.83,5,18.6,7.2,720000.0,720000.0,6800,2016,1.3316259463939377,Overpriced,5.0,3,1,0,10,9,709
Renault Duster 110PS Diesel RxL,Renault,Hyderabad,2012,82749,Diesel,Manual,First,1461,108.45,5,19.01,5.99,599000.0,599000.0,82749,2012,1.0329305710819876,Fair Price,5.0,1,1,0,5,23,1381
Hyundai Xcent 1.1 CRDi S Celebration Edition,Hyundai,Pune,2016,51000,Diesel,Manual,First,1120,71.0,5,24.4,5.25,525000.0,525000.0,51000,2016,0.9709772525789129,Fair Price,5.0,1,1,0,10,9,644
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Delhi,2014,31465,Diesel,Manual,First,1498,89.84,5,22.7,6.5,650000.0,650000.0,31465,2014,0.9313001652070937,Fair Price,4.9,1,1,0,4,7,249
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Hyderabad,2013,76476,Petrol,Manual,First,1198,73.9,5,16.47,4.4,440000.00000000006,440000.00000000006,76476,2013,0.8293464754575632,Good Deal,4.9,3,1,0,5,28,1773
Hyundai Grand i10 CRDi Magna,Hyundai,Kolkata,2017,14000,Diesel,Manual,First,1120,70.0,5,24.0,4.6,459999.99999999994,459999.99999999994,14000,2017,0.8507610213072379,Fair Price,5.0,1,1,0,8,9,551
Tata Manza Aqua Quadrajet BS IV,Tata,Ahmedabad,2013,47000,Diesel,Manual,First,1248,88.8,5,21.12,2.95,295000.0,295000.0,47000,2013,0.8180784967419307,Good Deal,5.0,1,1,0,0,26,1551
Honda City 1.5 V MT,Honda,Kolkata,2011,48466,Petrol,Manual,First,1497,118.0,5,17.0,3.26,326000.0,326000.0,48466,2011,0.5957543686930838,Good Deal,5.0,3,1,0,8,8,406
Hyundai Santro Xing GLS,Hyundai,Bangalore,2008,46000,Petrol,Manual,Second,1086,62.1,5,17.92,2.22,222000.00000000003,222000.00000000003,46000,2008,0.4105846668047975,Good Deal,4.3,3,1,2,1,9,574
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Hyderabad,2012,162663,Diesel,Manual,First,2494,100.0,7,12.99,10.5,1050000.0,1050000.0,162663,2012,0.8933068649817784,Fair Price,3.9,1,1,0,5,27,1705
Maruti Ciaz 1.3 S,Maruti,Coimbatore,2017,25142,Diesel,Manual,First,1248,88.5,5,28.09,8.26,826000.0,826000.0,25142,2017,1.7827294131584013,Overpriced,4.8,1,1,0,3,17,983
Toyota Fortuner 4x4 MT TRD Sportivo,Toyota,Delhi,2013,69000,Diesel,Manual,First,2982,169.0,7,12.55,14.45,1445000.0,1445000.0,69000,2013,1.2293603999034948,Overpriced,4.9,1,1,0,4,27,1683
Ford Fiesta 1.6 SXI ABS Duratec,Ford,Chennai,2009,80524,Petrol,Manual,Second,1596,74.0,5,15.3,2.5,250000.0,250000.0,80524,2009,0.3581923712334976,Good Deal,4.1,3,1,2,2,7,283
Mercedes-Benz E-Class E 220 d,MercedesBenz,Kochi,2018,26405,Petrol,Automatic,First,1950,191.34,5,12.6,51.43,5143000.0,5143000.0,26405,2018,1.8943823741930017,Overpriced,4.9,3,0,0,7,18,1224
Mercedes-Benz New C-Class 220 CDI MT,MercedesBenz,Chennai,2014,45000,Diesel,Manual,First,2148,170.0,5,15.8,23.0,2300000.0,2300000.0,45000,2014,0.8471863621706988,Good Deal,5.0,1,1,0,2,18,1260
Skoda Yeti Ambition 4X2,Skoda,Kolkata,2012,64284,Diesel,Manual,First,1968,108.49,5,17.72,5.5,550000.0,550000.0,64284,2012,0.7180544933447666,Good Deal,4.9,1,1,0,8,24,1503
Hyundai Grand i10 Sportz,Hyundai,Delhi,2015,27000,Petrol,Manual,First,1197,82.0,5,18.9,4.5,450000.0,450000.0,27000,2015,0.832266216496211,Good Deal,4.9,3,1,0,4,9,559
Ford Figo 2015-2019 1.2P Titanium MT,Ford,Hyderabad,2018,3678,Petrol,Manual,First,1196,86.8,5,18.16,6.8,680000.0,680000.0,3678,2018,0.9742832497551134,Fair Price,5.0,3,1,0,5,7,299
Skoda Octavia Ambition 1.4 TSI MT,Skoda,Mumbai,2013,21000,Petrol,Manual,First,1395,138.02,5,16.8,8.75,875000.0,875000.0,21000,2013,1.1423594212303105,Fair Price,5.0,3,1,0,9,24,1446
Renault Duster 85PS Diesel RxL Option,Renault,Mumbai,2015,67000,Diesel,Manual,Second,1461,83.8,5,19.87,7.0,700000.0,700000.0,67000,2015,1.2070974954213545,Overpriced,4.5,1,1,2,9,23,1391
Land Rover Range Rover Evoque 2.0 TD4 Pure,Land,Delhi,2015,24000,Diesel,Automatic,Second,1999,177.0,5,15.68,33.5,3350000.0,3350000.0,24000,2015,0.8882239309117079,Fair Price,4.7,1,0,2,4,15,792
Ford Figo Diesel EXI,Ford,Chennai,2011,75000,Diesel,Manual,Second,1399,68.0,5,20.0,2.25,225000.0,225000.0,75000,2011,0.32237313411014784,Good Deal,4.7,1,1,2,2,7,316
Ford Endeavour Hurricane Limited Edition,Ford,Hyderabad,2008,179000,Diesel,Automatic,Second,2953,156.0,7,12.8,4.24,424000.0,424000.0,179000,2008,0.6074942616120119,Good Deal,3.2,1,0,2,5,7,266
Toyota Fortuner 4x4 MT,Toyota,Coimbatore,2017,47198,Diesel,Manual,First,2982,168.5,7,12.55,28.42,2842000.0,2842000.0,47198,2017,2.4178839145506803,Overpriced,4.9,1,1,0,3,27,1682
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Kolkata,2012,52000,Diesel,Manual,First,1199,73.9,5,22.07,2.75,275000.0,275000.0,52000,2012,0.518341547160977,Good Deal,5.0,1,1,0,8,28,1762
Maruti Ritz VDi,Maruti,Jaipur,2011,91000,Diesel,Manual,First,1248,73.94,5,23.2,3.0,300000.0,300000.0,91000,2011,0.6474804164013565,Good Deal,5.0,1,1,0,6,17,1056
Nissan Micra Diesel XV Premium,Nissan,Pune,2013,60000,Diesel,Manual,First,1461,63.1,5,23.08,3.55,355000.0,355000.0,60000,2013,0.7492056865882789,Good Deal,5.0,1,1,0,10,21,1328
Hyundai Verna 1.6 SX,Hyundai,Kolkata,2013,37873,Diesel,Manual,First,1582,126.32,5,22.32,4.8,480000.0,480000.0,37873,2013,0.8877506309292917,Fair Price,5.0,1,1,0,8,9,608
BMW 5 Series 2003-2012 523i,BMW,Kolkata,2011,31000,Petrol,Automatic,First,2497,150.0,5,10.8,13.5,1350000.0,1350000.0,31000,2011,0.5338490768433588,Good Deal,5.0,3,0,0,8,1,94
Mercedes-Benz GLS 350d 4MATIC,MercedesBenz,Pune,2017,129000,Diesel,Automatic,First,2987,258.0,7,11.0,56.0,5600000.0,5600000.0,129000,2017,2.0627146209373537,Overpriced,4.6,1,0,0,10,18,1247
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Bangalore,2016,32000,Diesel,Automatic,First,1582,126.2,5,17.01,15.5,1550000.0,1550000.0,32000,2016,2.866694745709171,Overpriced,5.0,1,0,0,1,9,492
Hyundai i10 Era,Hyundai,Jaipur,2010,59000,Petrol,Manual,Second,1086,68.05,5,19.81,2.32,231999.99999999997,231999.99999999997,59000,2010,0.4290794716158243,Good Deal,4.5,3,1,2,6,9,666
Mercedes-Benz A Class A200 CDI Sport,MercedesBenz,Kochi,2016,35437,Diesel,Automatic,First,2143,136.0,5,20.0,18.58,1857999.9999999998,1857999.9999999998,35437,2016,0.6843792438752861,Good Deal,4.9,1,0,0,7,18,1190
Maruti Ertiga VXI,Maruti,Jaipur,2014,98000,Petrol,Manual,First,1373,93.7,7,16.02,5.5,550000.0,550000.0,98000,2014,1.1870474300691534,Overpriced,5.0,3,1,0,6,17,1027
Skoda Octavia Classic 1.9 TDI MT,Skoda,Chennai,2006,72000,Diesel,Manual,Second,1896,66.0,5,18.7,3.2,320000.0,320000.0,72000,2006,0.41777715976422786,Good Deal,4.3,1,1,2,2,24,1449
Honda Amaze VX i-Vtech,Honda,Pune,2015,79000,Petrol,Manual,First,1198,86.7,5,18.0,4.0,400000.0,400000.0,79000,2015,0.7309869554516366,Good Deal,5.0,3,1,0,10,8,367
Maruti SX4 ZXI MT BSIV,Maruti,Kochi,2013,66012,Petrol,Manual,First,1586,103.3,5,15.5,4.15,415000.00000000006,415000.00000000006,66012,2013,0.8956812426885431,Fair Price,5.0,3,1,0,7,17,1079
Honda Brio VX AT,Honda,Mumbai,2014,35000,Petrol,Automatic,First,1198,86.8,5,16.5,4.25,425000.0,425000.0,35000,2014,0.776673640167364,Good Deal,5.0,3,0,0,9,8,383
Maruti Wagon R VXI,Maruti,Ahmedabad,2011,75000,Petrol,Manual,First,998,67.1,5,18.9,2.6,260000.0,260000.0,75000,2011,0.5611496942145089,Good Deal,5.0,3,1,0,0,17,1166
Toyota Camry A/T,Toyota,Mumbai,2008,80000,Petrol,Automatic,Second,2362,164.7,5,12.1,3.43,343000.0,343000.0,80000,2008,0.2918135758940476,Good Deal,4.2,3,0,2,9,27,1616
Chevrolet Beat LS,Chevrolet,Kochi,2012,32717,Petrol,Manual,First,1199,79.4,5,18.6,2.55,254999.99999999997,254999.99999999997,32717,2012,0.8340601831661578,Good Deal,4.9,3,1,0,7,3,166
Toyota Fortuner 4x4 AT,Toyota,Delhi,2017,25000,Diesel,Automatic,First,2982,168.5,7,12.55,32.0,3200000.0,3200000.0,25000,2017,2.722459017087324,Overpriced,4.9,1,0,0,4,27,1681
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Mumbai,2014,79000,Diesel,Manual,First,1498,89.84,5,22.7,6.25,625000.0,625000.0,79000,2014,0.895480928083744,Fair Price,5.0,1,1,0,9,7,250
Maruti Swift Vdi BSIII,Maruti,Hyderabad,2010,86000,Diesel,Manual,Second,1248,75.0,5,17.8,3.6,360000.0,360000.0,86000,2010,0.7769764996816277,Good Deal,4.5,1,1,2,5,17,1131
Mercedes-Benz S Class 2005 2013 S 350 CDI,MercedesBenz,Pune,2010,137000,Diesel,Automatic,First,2987,282.0,5,13.5,18.5,1850000.0,1850000.0,137000,2010,0.6814325087025186,Good Deal,4.4,1,0,0,10,18,1287
Honda Mobilio S i VTEC,Honda,Mumbai,2015,25000,Petrol,Manual,Second,1497,117.3,7,17.3,4.25,425000.0,425000.0,25000,2015,0.776673640167364,Good Deal,4.8,3,1,2,9,8,478
Hyundai Grand i10 Sportz,Hyundai,Mumbai,2017,8500,Petrol,Manual,Second,1197,82.0,5,18.9,4.8,480000.0,480000.0,8500,2017,0.8877506309292917,Fair Price,4.7,3,1,2,9,9,559
Mahindra XUV500 AT W8 FWD,Mahindra,Bangalore,2015,34000,Diesel,Automatic,First,2179,140.0,7,16.0,13.0,1300000.0,1300000.0,34000,2015,1.6101554442316193,Overpriced,4.9,1,0,0,1,16,884
Skoda Fabia 1.6 MPI Elegance,Skoda,Pune,2012,41629,Petrol,Manual,Second,1598,105.0,5,14.83,2.25,225000.0,225000.0,41629,2012,0.2937495654592227,Good Deal,4.7,3,1,2,10,24,1426
Hyundai Santro Xing GLS,Hyundai,Hyderabad,2009,80227,Petrol,Manual,First,1086,62.1,5,17.92,2.3,229999.99999999997,229999.99999999997,80227,2009,0.4253805106536189,Good Deal,4.4,3,1,0,5,9,574
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Kochi,2019,8587,Petrol,Manual,First,1591,121.3,5,15.29,13.56,1356000.0,1356000.0,8587,2019,2.507895532375249,Overpriced,5.0,3,1,0,7,9,501
Mahindra Scorpio 1.99 S8,Mahindra,Delhi,2017,30000,Diesel,Manual,First,1997,120.0,7,15.4,12.25,1225000.0,1225000.0,30000,2017,1.5172618609105644,Overpriced,4.8,1,1,0,4,16,834
Skoda Rapid 1.6 TDI Ambition,Skoda,Pune,2013,64186,Diesel,Manual,First,1598,103.5,5,20.5,3.76,376000.0,376000.0,64186,2013,0.49088816272296765,Good Deal,5.0,1,1,0,10,24,1481
Renault Duster 110PS Diesel RxZ,Renault,Coimbatore,2015,76427,Diesel,Manual,First,1461,108.45,5,19.01,8.58,858000.0,858000.0,76427,2015,1.4795566443878887,Overpriced,5.0,1,1,0,3,23,1383
BMW X5 xDrive 30d,BMW,Hyderabad,2011,75000,Diesel,Automatic,First,2993,245.0,5,11.7,27.5,2750000.0,2750000.0,75000,2011,1.087470341717953,Fair Price,4.8,1,0,0,5,1,146
Toyota Etios G,Toyota,Coimbatore,2013,27075,Petrol,Manual,First,1496,88.73,5,17.6,4.95,495000.0,495000.0,27075,2013,0.4211303792056955,Good Deal,5.0,3,1,0,3,27,1653
Maruti Wagon R LXI,Maruti,Ahmedabad,2012,30000,Petrol,Manual,First,998,67.04,5,22.5,3.3,330000.0,330000.0,30000,2012,0.712228458041492,Good Deal,4.9,3,1,0,0,17,1155
Hyundai Creta 1.6 SX,Hyundai,Chennai,2016,69434,Petrol,Manual,First,1591,121.3,5,15.8,8.0,800000.0,800000.0,69434,2016,1.4795843848821528,Overpriced,5.0,3,1,0,2,9,495
Maruti Celerio VXI,Maruti,Jaipur,2014,56000,Petrol,Manual,First,998,67.04,5,23.1,2.79,279000.0,279000.0,56000,2014,0.6021567872532615,Good Deal,4.8,3,1,0,6,17,969
Land Rover Range Rover HSE Dynamic,Land,Coimbatore,2017,49275,Diesel,Automatic,First,2179,187.7,5,12.7,45.64,4564000.0,4564000.0,49275,2017,1.2101056778152344,Overpriced,5.0,1,0,0,3,15,793
Chevrolet Beat LT,Chevrolet,Pune,2014,8700,Petrol,Manual,First,1199,76.8,5,18.6,2.55,254999.99999999997,254999.99999999997,8700,2014,0.8340601831661578,Good Deal,4.9,3,1,0,10,3,167
Tata Nano Twist XT,Tata,Ahmedabad,2014,18000,Petrol,Manual,Second,624,37.5,4,25.4,1.0,100000.0,100000.0,18000,2014,0.2773147446582816,Good Deal,4.6,3,1,2,0,26,1569
Audi A6 2011-2015 35 TDI Technology,Audi,Coimbatore,2017,41041,Diesel,Automatic,First,1968,174.33,5,17.68,37.56,3756000.0,3756000.0,41041,2017,1.468921100367788,Overpriced,5.0,1,0,0,3,0,30
Mercedes-Benz E-Class 280 CDI,MercedesBenz,Kochi,2009,80464,Diesel,Automatic,Second,2987,198.5,5,11.0,9.29,928999.9999999999,928999.9999999999,80464,2009,0.3421896219376431,Good Deal,4.2,1,0,2,7,18,1221
Maruti Swift VXI,Maruti,Kochi,2019,20667,Petrol,Manual,First,1197,81.8,5,22.0,6.37,637000.0,637000.0,20667,2019,1.3748167508255469,Overpriced,5.0,3,1,0,7,17,1125
Fiat Linea T Jet,Fiat,Coimbatore,2013,60283,Petrol,Manual,First,1368,112.0,5,14.6,2.98,298000.0,298000.0,60283,2013,0.861998312643124,Fair Price,5.0,3,1,0,3,5,218
Maruti Swift VXI Optional,Maruti,Kochi,2017,31696,Petrol,Manual,First,1197,81.8,5,20.4,5.75,575000.0,575000.0,31696,2017,1.2410041314359332,Overpriced,4.9,3,1,0,7,17,1129
Toyota Fortuner 3.0 Diesel,Toyota,Hyderabad,2010,100000,Diesel,Manual,First,2982,171.0,7,11.5,13.0,1300000.0,1300000.0,100000,2010,1.1059989756917254,Fair Price,4.8,1,1,0,5,27,1675
Maruti Ertiga ZXI,Maruti,Mumbai,2014,13361,Petrol,Manual,First,1373,93.7,7,16.02,6.8,680000.0,680000.0,13361,2014,1.4676222771764078,Overpriced,4.8,3,1,0,9,17,1032
BMW 3 Series 320i Sedan,BMW,Coimbatore,2010,48394,Petrol,Automatic,First,1995,154.0,5,12.05,10.49,1049000.0,1049000.0,48394,2010,0.414820504895321,Good Deal,5.0,3,0,0,3,1,85
Maruti Ertiga VXI,Maruti,Jaipur,2014,47399,Petrol,Manual,First,1373,93.7,7,16.02,5.6,560000.0,560000.0,47399,2014,1.2086301106158652,Overpriced,5.0,3,1,0,6,17,1027
Honda City 1.5 V AT,Honda,Mumbai,2010,69000,Petrol,Automatic,Second,1497,118.0,5,16.8,2.85,285000.0,285000.0,69000,2010,0.5208282057592911,Good Deal,4.6,3,0,2,9,8,403
